YouTube Link,Song,Artist,Album,Year,Duration,Trim Start,Trim End,Era
https://www.youtube.com/watch?v=FDGPHSJxH-U,Jelgava,Pienvedēja Piedzīvojumi,,1998,241,5,10,vcr
https://www.youtube.com/watch?v=nclTXipVk-0,Džins ar toniku,Labvēlīgais Tips,,1995,262,5,10,vcr
https://www.youtube.com/watch?v=Jy8AwSCAenU,Diena,Bet Bet,,1996,239,5,10,vcr
https://www.youtube.com/watch?v=30hjs-zWPZA,Mēs sitīsim tos utainos,Labvēlīgais Tips,,1995,224,5,10,vcr
https://www.youtube.com/watch?v=Fs9TdhSDLUQ,Kāpēc man nav sarkans mersedess,Bet Bet,,1998,218,5,10,vcr
https://www.youtube.com/watch?v=cr_2mHkmxYk,Sen jau viss,100. Debija,,1994,229,5,10,vcr
https://www.youtube.com/watch?v=D9SNERUykzo,Četri krasti,Prāta Vētra,,1997,280,5,10,vcr
https://www.youtube.com/watch?v=dkv65PKzE9w,Horizonts,Jauns Mēness,,1997,219,5,10,vcr
https://www.youtube.com/watch?v=W68AxlBUDZY,Vēlreiz,100. Debija,,1996,274,5,10,vcr
https://www.youtube.com/watch?v=Z6SBRHzLyoY,Strauts,Tranzīts,,1997,216,5,10,vcr
https://www.youtube.com/watch?v=awpi2CqseEU,Septiņas dienas,Mixeri,,1997,272,5,10,vcr
https://www.youtube.com/watch?v=icD1gWsBWSM,Esi man klāt,Mixeri,,1996,208,5,10,vcr
https://www.youtube.com/watch?v=vsDJ3PCpKWs,Piedod man,Līvi,,1994,217,5,10,vcr
https://www.youtube.com/watch?v=AKBmcj63X8E,Zelta sirds,Līvi,,1997,310,5,10,vcr
https://www.youtube.com/watch?v=0axEwubR7UY,Tuvāk vēl,Aigars Grāvers,,1996,268,5,10,vcr
https://www.youtube.com/watch?v=u5p2Vq_ruOc,She Needs,The Hobos,,1999,215,5,10,vcr
https://www.youtube.com/watch?v=ZVEtlCu_5gw,Bronza,Prāta Vētra,,1997,172,5,10,vcr
https://www.youtube.com/watch?v=JTlM6wfp9q8,Tu man virsū negāzies,Labvēlīgais Tips,,1999,262,5,10,vcr
https://www.youtube.com/watch?v=H0EarRWL5AE,Putni,Tumsa,,1998,373,5,10,vcr
https://www.youtube.com/watch?v=rTodXN7nRjg,Viens,Jānis Stībelis / Shake & Bake,,1999,225,5,10,vcr
https://www.youtube.com/watch?v=eYecJ-tza5o,Peldētājs,Jumprava,,1992,277,5,10,vcr
https://www.youtube.com/watch?v=dkSPKloBY8c,Desmitais tramvajs,Labvēlīgais Tips,,1998,234,5,10,vcr
https://www.youtube.com/watch?v=mrCFzSv92hc,Ziema,Prāta Vētra,,1993,149,5,10,vcr
https://www.youtube.com/watch?v=m4E3CB7j3kU,Šeit,Linga,,1993,169,5,10,vcr
https://www.youtube.com/watch?v=HI4qREv867M,Manai dzimtenei (Jaunā versija),Cits Kvartāls / Linga,,1991,240,5,10,vcr
https://www.youtube.com/watch?v=w_4Z0TtzN7c,Neraudi,Tranzīts,,1999,203,5,10,vcr
https://www.youtube.com/watch?v=ax1Eal7NqjE,Esiet sveicināti (Mans nams),Ainars Mielavs,,1999,671,5,10,vcr
https://www.youtube.com/watch?v=wwkPuHnCdWg,Walk All Night,The Hobos,,1999,204,5,10,vcr
https://www.youtube.com/watch?v=fkGkosp-gIs,Mazā,Bet Bet,,1999,194,5,10,vcr
https://www.youtube.com/watch?v=m0BoxG_8I3o,Veronika,Prāta Vētra,,1996,200,5,10,vcr
https://www.youtube.com/watch?v=bgL-003DLRo,Es tev teicu,Pienvedēja Piedzīvojumi,,1996,161,5,10,vcr
https://www.youtube.com/watch?v=xyEHQlzq1vA,Bērni,Tumsa,,1998,113,5,10,vcr
https://www.youtube.com/watch?v=NefSF1r0Fmk,Kā man laiku apmānīt,Odis,,1990,278,5,10,vcr
https://www.youtube.com/watch?v=fCDNHZ2PWn4,Signāls,Linga,,1994,247,5,10,vcr
https://www.youtube.com/watch?v=ZfaBSwnwgXM,Šis ir mans auto,Prāta Vētra,,1996,181,5,10,vcr
https://www.youtube.com/watch?v=jRak3ABeboE,Upe,Autobuss Debesīs,,1999,360,5,10,vcr
https://www.youtube.com/watch?v=c-1OHI5e9_U,Creeping,Fact (Ozols u.c.),,1998,210,5,10,vcr
https://www.youtube.com/watch?v=bkBj-V7-a6o,Tukšums,Agnese,,1998,272,5,10,vcr
https://www.youtube.com/watch?v=6kBU-M9aYCg,Ūdens,Igo,,1998,244,5,10,vcr
https://www.youtube.com/watch?v=x2XM7JUt_OI,Cik savādi,Igo,,1997,245,5,10,vcr
https://www.youtube.com/watch?v=_9KL4OigAzs,Gailis,Līvi,,1994,255,5,10,vcr
https://www.youtube.com/watch?v=EVNVioboYfA,Lietus,Credo (atgriešanās),,1998,248,5,10,vcr
https://www.youtube.com/watch?v=2f44ecMc8LE,Pietura,Tranzīts,,1998,23,5,10,vcr
https://www.youtube.com/watch?v=S3h_O87F9qg,Es mīlu tevi (nekad nebeigšu),A-Eiropa (pirmsākumi),,1999,242,5,10,vcr
https://www.youtube.com/watch?v=uN0WwwEL81I,"Es zinu, ka mīlēšu tevi",Arnis Mednis,,1998,184,5,10,vcr
https://www.youtube.com/watch?v=W9Ose8Hgo4M,Mana mīļā meitene,Bet Bet,,1994,151,5,10,vcr
https://www.youtube.com/watch?v=d9CN11BwoeM,"Hei, mazā!",Odis,,1990,268,5,10,vcr
https://www.youtube.com/watch?v=Iw0zO9eXPig,Mīlestība ir,100. Debija,,1995,4369,5,10,vcr
https://www.youtube.com/watch?v=EP03yUVqQeQ,Atceries mani,K. Dimiters / L. Pere,,1995,262,5,10,vcr
https://www.youtube.com/watch?v=6iKfZixpZag,Saule lec,Jauns Mēness,,1993,178,5,10,vcr
https://www.youtube.com/watch?v=qzDlBAdy-vI,"O, kādi zēni",Jauns Mēness,,1997,234,5,10,vcr
https://www.youtube.com/watch?v=jZ1CWAiUaMU,Dārznieks,Prāta Vētra,,1996,255,5,10,vcr
https://www.youtube.com/watch?v=Wz18g7t3hJE,"Paldies tev, draugs",Tumsa,,1999,198,5,10,vcr
https://www.youtube.com/watch?v=tVM3IqaJOxs,Šonakt,HMP?,,1996,242,5,10,vcr
https://www.youtube.com/watch?v=PHVSKnm5CJ4,Rīts,Olga Rajecka,,1992,193,5,10,vcr
https://www.youtube.com/watch?v=EVKcc_6MEcs,Es gribu dejot (bugi vugi),Kaimiņi,,1999,230,5,10,vcr
https://www.youtube.com/watch?v=_v-UVEFxus8,Ar dievu meitenes,Labvēlīgais Tips,,1998,154,5,10,vcr
https://www.youtube.com/watch?v=QGnwdo5vyTw,Zibsnī zvaigznes (Remix),Roberts Gobziņš,,1993,233,5,10,vcr
https://www.youtube.com/watch?v=NdqvJRT4u78,Rītdiena,Otra Puse,,1996,218,5,10,vcr
https://www.youtube.com/watch?v=RJ7sH2LTwnQ,Mēness,Gunārs Kalniņš,,1999,238,5,10,vcr
https://www.youtube.com/watch?v=yJc_dT5zriw,Nakts vārdi,Otra Puse,,1992,273,5,10,vcr
https://www.youtube.com/watch?v=SvOTRpd7K_w,Lai būtu tā,Līvi (G. Virkava versija),,1995,208,5,10,vcr
https://www.youtube.com/watch?v=uuYOQJYeYjs,Dzeltenie aizkari,Dakota (agrāk),,1996,292,5,10,vcr
https://www.youtube.com/watch?v=7i8VkVTemUw,Ziemassvētki (manā sirdī),Prāta Vētra,,1993,232,5,10,vcr
https://www.youtube.com/watch?v=JSeXYkAmt1s,Nekas jau nebeidzas,R.Pauls / A.Kukule u.c.,,1991,267,5,10,vcr
https://www.youtube.com/watch?v=VRCaOg3yZrA,Nāc dejot (Roka-billi),K.D.A.K. (Keksi),,1994,253,5,10,vcr
https://www.youtube.com/watch?v=skuzDmWsZ5c,Tikai tev un man,Rīgas Deju Klubs,,1995,246,5,10,vcr
https://www.youtube.com/watch?v=CGPaJA91nZ0,Ejam tālāk,Bāze 7,,1992,296,5,10,vcr
https://www.youtube.com/watch?v=nZC9GI4to-0,Vēl un vēl,Olga Rajecka,,1995,238,5,10,vcr
https://www.youtube.com/watch?v=x5ql0qkrqZU,Baltās dūjas,Bet Bet,,1996,207,5,10,vcr
https://www.youtube.com/watch?v=EVuin4w9qaE,Tuvu tuvu,Arnis Mednis,,1996,2228,5,10,vcr
https://www.youtube.com/watch?v=BhPDzAwxmtY,Vienmēr,Huskvarn,,1995,277,5,10,vcr
https://www.youtube.com/watch?v=dYxn5BlYLNM,Lūgums (deju versija),Grundulis,,1998,339,5,10,vcr
https://www.youtube.com/watch?v=1f96DchuJmg,Melu karalis,Logo,,1999,231,5,10,vcr
https://www.youtube.com/watch?v=IUpbkX40MiQ,Brīvdiena,Rebel,,1996,2535,5,10,vcr
https://www.youtube.com/watch?v=DWpidpKhw_I,My Star / Īssavienojums,Prāta Vētra,,2000,186,5,10,vcr
https://www.youtube.com/watch?v=_M-w89U8TEU,I Wanna,Marija Naumova,,2002,191,5,10,modern
https://www.youtube.com/watch?v=vSIV2J08BPg,Sirds sadeg neparasti,Lauris Reiniks,,2002,217,5,10,modern
https://www.youtube.com/watch?v=uyu9DRb-3iI,"Spogulīt, spogulīt",Prāta Vētra,,2001,243,5,10,modern
https://www.youtube.com/watch?v=ViPi57XK3ms,Ripoja akmens,Cacao (Andris Ērglis),,2007,211,5,10,modern
https://www.youtube.com/watch?v=sFbrRd2WobI,Lietus dārzs,Tumsa,,2001,299,5,10,modern
https://www.youtube.com/watch?v=pOQ-E4Hmt1k,Daļa Rīgas,Astro'n'out,,2006,240,5,10,modern
https://www.youtube.com/watch?v=SK6NjXHciDU,Plaukstas lieluma pavasaris,Prāta Vētra,,2004,217,5,10,modern
https://www.youtube.com/watch?v=4nKMumqjDR8,Tu izvēlējies palikt,Ainars Mielavs,,2002,258,5,10,modern
https://www.youtube.com/watch?v=aHK3A3P1CiA,Dziesma par laimi,Fomins & Kleins,,2004,184,5,10,modern
https://www.youtube.com/watch?v=8ZfTQUHESnQ,Abrakadabra,Musiqq,,2009,230,5,10,modern
https://www.youtube.com/watch?v=voUGRyWa2bg,Brīvdiena,Intars Busulis,,2008,203,5,10,modern
https://www.youtube.com/watch?v=gjCuDnlrtwA,Vējš,Borowa MC,,2005,187,5,10,modern
https://www.youtube.com/watch?v=p1l5lhNKoiY,Strēlniece,Tumsa,,2004,275,5,10,modern
https://www.youtube.com/watch?v=491dd6oo6vU,Ja tikai uz mani tu paskatītos,Dons,,2008,182,5,10,modern
https://www.youtube.com/watch?v=Q5HAilNn4fs,The War Is Not Over,Valters un Kaža,,2005,191,5,10,modern
https://www.youtube.com/watch?v=0Z8yZ6aPZuw,Tikai Tev,Putnu Balle,,2005,223,5,10,modern
https://www.youtube.com/watch?v=R3N9OWgQtJg,"Kaķēns, kurš atteicās no jūrasskolas",Prāta Vētra,,2001,182,5,10,modern
https://www.youtube.com/watch?v=rSN05-BYv8k,Ir tikai tavas acis,Autobuss Debesīs,,2000,266,5,10,vcr
https://www.youtube.com/watch?v=dG8QJAM059I,Es skrienu,Lauris Reiniks,,2009,318,5,10,modern
https://www.youtube.com/watch?v=GAtkqeubRps,Četras sienas,Detlef,,2004,114,5,10,modern
https://www.youtube.com/watch?v=2sCXTHluiMo,Dzīve bez apstājas,R.A.P. un Igo,,2005,235,5,10,modern
https://www.youtube.com/watch?v=J-CmEbXH90M,Maybe,Prāta Vētra,,2001,205,5,10,modern
https://www.youtube.com/watch?v=0Z8yZ6aPZuw,Spārni un vējš,Putnu Balle,,2005,223,5,10,modern
https://www.youtube.com/watch?v=HXXa-65TIQo,Kolekcionārs,Dons,,2008,208,5,10,modern
https://www.youtube.com/watch?v=15_8Rf-RwJ4,Paldies latiņam,Labvēlīgais Tips,,2009,252,5,10,modern
https://www.youtube.com/watch?v=kplQPH6M7yc,Vēstule,Tumsa,,2004,525,5,10,modern
https://www.youtube.com/watch?v=xoTd9HB2QGM,Mazā dvēselīte,Klaidonis,,2004,232,5,10,modern
https://www.youtube.com/watch?v=zMbLBKS5e5k,Tev nebij laika,Autobuss Debesīs,,2001,185,5,10,modern
https://www.youtube.com/watch?v=DJNhQC-15IM,Colder,Prāta Vētra,,2003,229,5,10,modern
https://www.youtube.com/watch?v=zav8x8A05mo,Angel In Disguise,Musiqq,,2009,200,5,10,modern
https://www.youtube.com/watch?v=XPYOQnbVlRE,Hello From Mars,F.L.Y.,,2003,178,5,10,modern
https://www.youtube.com/watch?v=7P35oA8zN70,Es esmu mazliet dons Kihots,Tumsa,,2000,224,5,10,vcr
https://www.youtube.com/watch?v=F2en51a3h8w,Kā man būt,Jānis Stībelis,,2003,204,5,10,modern
https://www.youtube.com/watch?v=fo1LNmjJsBI,Ja Tu man esi,Dons,,2006,270,5,10,modern
https://www.youtube.com/watch?v=HP3ODkQK6zU,Brīži,Gain Fast,,2007,209,5,10,modern
https://www.youtube.com/watch?v=JeA8nH11vcw,Kur esi tu,Fomins & Kleins,,2003,253,5,10,modern
https://www.youtube.com/watch?v=XpW3pYknkq8,Eiropa mūs nesapratīs,Labvēlīgais Tips,,2001,179,5,10,modern
https://www.youtube.com/watch?v=xV_XYxJkX4c,Es gribu,Prāta Vētra,,2008,267,5,10,modern
https://www.youtube.com/watch?v=h5nvMMNwvmc,Peldētājs (Smaragdes un Pelni),The Sound Poets,,2008,216,5,10,modern
https://www.youtube.com/watch?v=nhrryd_yNcQ,Es neesmu neprātīgs,Lauris Reiniks,,2003,233,5,10,modern
https://www.youtube.com/watch?v=gQy0PJEkQhA,Wolves of the Sea,Pirates of the Sea,,2008,192,5,10,modern
https://www.youtube.com/watch?v=LHmCK_Dagjw,Nāc man līdz (Remake),Linga / G-spot DJ,,2000,260,5,10,vcr
https://www.youtube.com/watch?v=pZoEMvN0L_M,Kad Ēģiptē sniegs,Tumsa,,2002,194,5,10,modern
https://www.youtube.com/watch?v=8u7MxDCBVPY,Aizejot,The Hobos,,2002,244,5,10,modern
https://www.youtube.com/watch?v=CEDE1NS_Vxo,Rudens,Prāta Vētra,,2005,231,5,10,modern
https://www.youtube.com/watch?v=7rkTjHSv7JY,Visskaistākās ogas pasaulē,Ainars Mielavs,,2005,366,5,10,modern
https://www.youtube.com/watch?v=kzxsfeRtuXw,Tici vai nē,Kaža,,2008,261,5,10,modern
https://www.youtube.com/watch?v=HCvP1IOxrTA,Highland,Gustavo / Vladi,,2002,66,5,10,modern
https://www.youtube.com/watch?v=ZdzFWE5QUPY,"Tu kā, es kā",Z-Scars,,2003,239,5,10,modern
https://www.youtube.com/watch?v=UstNSMtqlo8,Pirmais,The Satellites,,2006,191,5,10,modern
https://www.youtube.com/watch?v=RYuZLovECcs,Uzmini nu,H2O,,2005,247,5,10,modern
https://www.youtube.com/watch?v=NsGHIfVoRBY,Ja es būtu vējš,Dons & Lily,,2004,244,5,10,modern
https://www.youtube.com/watch?v=4MflFFl4S0c,Mēs dzīvojam pasakās,Ivo Fomins,,2006,316,5,10,modern
https://www.youtube.com/watch?v=Lxm0nfOxyZo,Vakara vējā 2000,Bet Bet,,2000,381,5,10,vcr
https://www.youtube.com/watch?v=ZMOtVJrQKEE,Glāze piena,Jānis Stībelis,,2004,205,5,10,modern
https://www.youtube.com/watch?v=qoNmxMY_Dbc,Lost in Space,The Hobos,,2002,266,5,10,modern
https://www.youtube.com/watch?v=jrRf7jLATT4,Kikilis,Labvēlīgais Tips,,2002,209,5,10,modern
https://www.youtube.com/watch?v=Nro4RX5BRFk,Lai skan,Valters un Kaža,,2008,235,5,10,modern
https://www.youtube.com/watch?v=05qgBYBr3MY,Vienīgais,Putnu Balle,,2005,214,5,10,modern
https://www.youtube.com/watch?v=94hcwxAwUn8,Smaids,Gain Fast,,2008,295,5,10,modern
https://www.youtube.com/watch?v=6veOvKsAgPc,Manā pilsētā,Musiqq,,2009,215,5,10,modern
https://www.youtube.com/watch?v=F_S6fUiCp4w,Naktsmaniaki,A-Eiropa,,2006,242,5,10,modern
https://www.youtube.com/watch?v=jXrTCVE9kRQ,Viņa raud,Tumsa,,2001,226,5,10,modern
https://www.youtube.com/watch?v=DkGlkKMsSNQ,Tici sev,Nicol,,2002,271,5,10,modern
https://www.youtube.com/watch?v=pOQ-E4Hmt1k,Tā daļa Rīgas,Astro'n'out (radio versija),,2006,240,5,10,modern
https://www.youtube.com/watch?v=xbHdnZ5jIkc,Gonki,Intars Busulis,,2005,179,5,10,modern
https://www.youtube.com/watch?v=HjOjaiDIc3M,Lai burvji buras,Gunārs Kalniņš,,2003,149,5,10,modern
https://www.youtube.com/watch?v=--_uRJ1dg6k,Es gaidu ziemu,Prāta Vētra,,2005,191,5,10,modern
https://www.youtube.com/watch?v=V0Jdw_zqLEA,Divas dvēseles,Aisha,,2008,240,5,10,modern
https://www.youtube.com/watch?v=WUa-1MSgafw,Krustojums,Dzelzs Vilks,,2009,201,5,10,modern
https://www.youtube.com/watch?v=gRA7ll3alBI,Uijā uijā nikni vilki,Dzelzs Vilks,,2008,228,5,10,modern
https://www.youtube.com/watch?v=V6t6zAeSc04,Blind Actor,Detlef,,2004,156,5,10,modern
https://www.youtube.com/watch?v=V6rubHyoUzQ,Saule riet,Otra Puse,,2008,229,5,10,modern
https://www.youtube.com/watch?v=FWC93Q7z8mg,Pēc lietus,Otra Puse,,2006,264,5,10,modern
https://www.youtube.com/watch?v=CATdq_bcPPM,Vienreiz,R.A.P.,,2001,265,5,10,modern
https://www.youtube.com/watch?v=44zppojZHIw,Butterfly in a Bottle,Jana Key,,2003,31,5,10,modern
https://www.youtube.com/watch?v=F2RS22XBMkg,Zini,A-Eiropa,,2001,222,5,10,modern
https://www.youtube.com/watch?v=GtTsmnkkW0o,Jūrmala,A-Eiropa,,2000,287,5,10,vcr
https://www.youtube.com/watch?v=885hEm4Zg-0,Varbūt,Gain Fast,,2007,211,5,10,modern
https://www.youtube.com/watch?v=CFpvaeWcN8U,Tukšums,Dons,,2008,249,5,10,modern
https://www.youtube.com/watch?v=faug9vc0RDk,Tuvu tālumā,A-Eiropa,,2001,199,5,10,modern
https://www.youtube.com/watch?v=jZ1CWAiUaMU,Dārznieks (re-release),Prāta Vētra,,2001,255,5,10,modern
https://www.youtube.com/watch?v=zghnafACJyE,Questa Notte,Bonaparti.lv,,2007,182,5,10,modern
https://www.youtube.com/watch?v=yEcPUqs2BiA,Kitten Who Became A Cat,Arnis Mednis,,2001,15,5,10,modern
https://www.youtube.com/watch?v=KA2WRKn8QPA,"Draugs, nejautā",Ance Krauze,,2002,225,5,10,modern
https://www.youtube.com/watch?v=htC5plRMQEY,Tu un Es,Double Faced Eels,,2006,211,5,10,modern
https://www.youtube.com/watch?v=htC5plRMQEY,Zilais valis,Double Faced Eels,,2006,211,5,10,modern
https://www.youtube.com/watch?v=WTz5Q3BEiDs,Bēdz,Prāta Vētra,,2008,196,5,10,modern
https://www.youtube.com/watch?v=vQHhD5wEXXw,Šūpuļdziesma,Jenny May,,2005,208,5,10,modern
https://www.youtube.com/watch?v=F7a6apypIWU,Es gribu kā bērns,Intars Busulis,,2005,192,5,10,modern
https://www.youtube.com/watch?v=yJc_dT5zriw,Nakts vai rīts,4. elements,,2003,273,5,10,modern
https://www.youtube.com/watch?v=Nro4RX5BRFk,Realize,Valters un Kaža,,2005,235,5,10,modern
https://www.youtube.com/watch?v=DeN5oP8l4mc,Laid lai līst,K.I.N. (vēlāk Rīgas Modes),,2006,199,5,10,modern
https://www.youtube.com/watch?v=sjyy67GRlVQ,1000 jūdzes,Borowa MC,,2006,194,5,10,modern
https://www.youtube.com/watch?v=g9VZNFJQjN8,Ieskaties acīs,Gunārs Kalniņš,,2002,333,5,10,modern
https://www.youtube.com/watch?v=0Z8yZ6aPZuw,Vējš matos,Putnu Balle,,2005,223,5,10,modern
https://www.youtube.com/watch?v=EVuin4w9qaE,Daylight,Arnis Mednis,,2000,2228,5,10,vcr
https://www.youtube.com/watch?v=vcf0OXaLnWI,Kaut es spētu izlikties,Efeja,,2004,183,5,10,modern
https://www.youtube.com/watch?v=jguJlJ7BM9c,Disnejlenda,Hospitāļu iela,,2004,757,5,10,modern
https://www.youtube.com/watch?v=9ubgnQwsf9o,Pēdējā vēstule,Dons,,2013,221,5,10,modern
https://www.youtube.com/watch?v=HoKAPh9uRcM,Debesis iekrita Tevē,Prāta Vētra & Musiqq,,2016,245,5,10,modern
https://www.youtube.com/watch?v=qcOQhYE_D-I,Zemes stunda,ansis pied. Kristīne Pāže,,2017,186,5,10,modern
https://www.youtube.com/watch?v=6NuvgVpDS8k,Pāriet bailes,Dons,,2014,269,5,10,modern
https://www.youtube.com/watch?v=BNvyeBHRek0,Kalniem pāri,The Sound Poets,,2012,314,5,10,modern
https://www.youtube.com/watch?v=f508Q0WUwF4,Miglas rīts,Intars Busulis,,2016,260,5,10,modern
https://www.youtube.com/watch?v=FCtGqh9rOBg,Salauzta sirds,Dons & Ozols,,2018,212,5,10,modern
https://www.youtube.com/watch?v=3w0Yr8lLOn4,Limuzīns uz krīta,Citi Zēni,,2021,281,5,10,modern
https://www.youtube.com/watch?v=OraCG_uNp_I,Tavs karogs,The Sound Poets,,2013,239,5,10,modern
https://www.youtube.com/watch?v=-usdXbeGHi8,Love Injected,Aminata,,2015,197,5,10,modern
https://www.youtube.com/watch?v=hPtqabqzkU4,Nekad nekad,Carnival Youth,,2014,576,5,10,modern
https://www.youtube.com/watch?v=s8tIGXAxvW4,Sekundes,Musiqq,,2014,239,5,10,modern
https://www.youtube.com/watch?v=5_MDh8XZ-98,Sarkanbaltsarkanais,Bermudu Divstūris,,2019,194,5,10,modern
https://www.youtube.com/watch?v=vo8PheV1vzk,Raķešu zinātne,Fiņķis & Patrisha,,2023,207,5,10,modern
https://www.youtube.com/watch?v=EJxp1-b5BY4,Dievs tevi mīl,Nikolajs Puzikovs,,2010,208,5,10,modern
https://www.youtube.com/watch?v=9PKUAD51Fdw,Dejo vientulību,Intars Busulis,,2020,274,5,10,modern
https://www.youtube.com/watch?v=omNWzHAr7f8,Es nāktu mājās,Dons,,2018,178,5,10,modern
https://www.youtube.com/watch?v=8QWqOC8OU10,Lauzto šķēpu karaļvalsts,Dons,,2023,175,5,10,modern
https://www.youtube.com/watch?v=qCcAk4aXsVQ,Ave Pali,Aija Andrejeva & Otra Puse,,2011,242,5,10,modern
https://www.youtube.com/watch?v=7i8VkVTemUw,Ziemu apēst,Prāta Vētra,,2015,232,5,10,modern
https://www.youtube.com/watch?v=qZcq88wGoUk,"Tur, kur Dieva kamanas slīd",Prāta Vētra un Tautumeitas,,2021,259,5,10,modern
https://www.youtube.com/watch?v=6N6snsO3urg,Ballējam neguļam,Bermudu Divstūris,,2014,192,5,10,modern
https://www.youtube.com/watch?v=XRV2-jPqaUw,Aijā,Sudden Lights,,2023,193,5,10,modern
https://www.youtube.com/watch?v=klEMtU5ShK8,Signāls,Dons,,2012,195,5,10,modern
https://www.youtube.com/watch?v=jrN78Im24dM,Sākam no jauna,Astro'n'out,,2019,353,5,10,modern
https://www.youtube.com/watch?v=x2bT8hU2NUc,Tev piedzims bērns,Dons,,2015,162,5,10,modern
https://www.youtube.com/watch?v=L7CL8anA1hQ,Cake To Bake,Aarzemnieki,,2014,186,5,10,modern
https://www.youtube.com/watch?v=TSAqqh9ZF04,Silta sirds,Musiqq,,2015,232,5,10,modern
https://www.youtube.com/watch?v=o-2Lt7zzlBU,Heartbeat,Justs,,2016,191,5,10,modern
https://www.youtube.com/watch?v=TM0_0WfuxSk,Eat Your Salad,Citi Zēni,,2022,207,5,10,modern
https://www.youtube.com/watch?v=fTozfvlOghM,Hollow,Dons,,2024,175,5,10,modern
https://www.youtube.com/watch?v=1ySvNblh4_s,Vērtības,Mesa,,2016,216,5,10,modern
https://www.youtube.com/watch?v=bh0CqVtm3No,Māsa upe,Dons,,2013,199,5,10,modern
https://www.youtube.com/watch?v=MblgfOw267w,Pieci soļi,Prāta Vētra,,2021,260,5,10,modern
https://www.youtube.com/watch?v=QGhFRYhm3Po,Lauzīsimies,Citi Zēni & Mazais Princis,,2022,189,5,10,modern
https://www.youtube.com/watch?v=qh9DlPg99Yc,Lieka štuka,Citi Zēni,,2022,217,5,10,modern
https://www.youtube.com/watch?v=WQNaEuG772A,Piededzini mann,Singapūras Satīns,,2019,261,5,10,modern
https://www.youtube.com/watch?v=LsgO5OTUsRU,Raganu nakts,Tautumeitas,,2018,186,5,10,modern
https://www.youtube.com/watch?v=DR7c2XeY_Os,Nākamā pietura - Depo,Intars Busulis,,2017,297,5,10,modern
https://www.youtube.com/watch?v=Xp9KwjVHTAc,Pa īstam,Gacho,,2012,221,5,10,modern
https://www.youtube.com/watch?v=omtEDjUccm0,Karalienes,Prāta Vētra,,2021,232,5,10,modern
https://www.youtube.com/watch?v=UXztIWxOqEo,Ceļš uz mājām,Rassell & Sabīne Berezina,,2012,218,5,10,modern
https://www.youtube.com/watch?v=YK-nWjCYXPQ,Ogles,Prāta Vētra,,2018,243,5,10,modern
https://www.youtube.com/watch?v=YkpH49g8aDk,Multivitamīnu multipaka,Carnival Youth,,2019,284,5,10,modern
https://www.youtube.com/watch?v=MMGgOPW6OcU,Zemeņu lauks (kaverversija),The Sound Poets,,2015,247,5,10,modern
https://www.youtube.com/watch?v=ugJFE9r487E,Visa par daudz,Instrumenti,,2017,228,5,10,modern
https://www.youtube.com/watch?v=jsQyhaWxV6c,Tici sev,Astro'n'out,,2012,191,5,10,modern
https://www.youtube.com/watch?v=I_zUoqFyUOg,HES un Tu,Instrumenti,,2018,207,5,10,modern
https://www.youtube.com/watch?v=EhwitZh8H48,Vēstules no Parīzes,Carnival Youth,,2014,234,5,10,modern
https://www.youtube.com/watch?v=l9WVWbnLLiE,Dejot trakāk,Astro'n'out,,2017,186,5,10,modern
https://www.youtube.com/watch?v=jOzNTWbWauQ,Sākums,Būū,,2021,172,5,10,modern
https://www.youtube.com/watch?v=QXarYcPxbT8,Mums vajag atpakaļ,Mēnessputni,,2014,211,5,10,modern
https://www.youtube.com/watch?v=IvbXBuP4__M,Panama,Dzelzs Vilks,,2017,64,5,10,modern
https://www.youtube.com/watch?v=BuBn4j97eo4,Bambaleo,Singapūras Satīns,,2020,208,5,10,modern
https://www.youtube.com/watch?v=J3PvmptP0ek,Vienmēr kavēju,Cirks (M.Ruskis u.c.),,2013,701,5,10,modern
https://www.youtube.com/watch?v=Vxos6ceOrRA,Line,Triana Park,,2017,198,5,10,modern
https://www.youtube.com/watch?v=ELr6U2fOrnE,Still Breathing,Samanta Tīna,,2021,188,5,10,modern
https://www.youtube.com/watch?v=qZcq88wGoUk,Gada īsākā nakts,Prāta Vētra,,2010,259,5,10,modern
https://www.youtube.com/watch?v=MEorVmx3qyw,Miljonārs,Musiqq,,2011,223,5,10,modern
https://www.youtube.com/watch?v=oRWp9lQF_hw,Tu vilki nakti,Dzelzs Vilks,,2015,197,5,10,modern
https://www.youtube.com/watch?v=X3vGGphX0Z4,Apall,Gacho,,2012,233,5,10,modern
https://www.youtube.com/watch?v=T3rmjaEi5eA,Uguns,The Sound Poets,,2013,231,5,10,modern
https://www.youtube.com/watch?v=-d68nvAbNhM,Vēl,Triana Park,,2016,228,5,10,modern
https://www.youtube.com/watch?v=BseUa6gBUyE,Mēs lidosim,The Hobos & Ralfs Eilands,,2013,213,5,10,modern
https://www.youtube.com/watch?v=XSyNnltTiRc,Daudz par daudz,Patrisha,,2020,187,5,10,modern
https://www.youtube.com/watch?v=gqI9MB221kw,Funny,Justs,,2018,3695,5,10,modern
https://www.youtube.com/watch?v=jOLYIjPQBDw,Sērkociņi,Fiņķis,,2020,144,5,10,modern
https://www.youtube.com/watch?v=qaLGMm_FhVA,Laternas,Carnival Youth,,2019,195,5,10,modern
