uMq7hT2kVY4	Pērkons	Kāpēc man dziedāt svešu dziesmu		1989	265	vintage	5	10				X													
d_2dcMURZyw	Ieva Akuratere / Pērkons	Straume		1988	262	vintage	5	10				X													
25zx1oMo2Qg	Zodiaks	Vēstule		1988	346	vintage	5	10				X													
y-xXCNwE4gA	Remix	Svētuguns		1989	201	vintage	5	10				X													
HY5jQQdZGmY	6. jūdze (tolaik Klaidonis)	Princesīte		1988	176	vintage	5	10				X													
jWe8rd5YoHQ	Credo	Kad Saule riet		1980	264	vintage	5	10				X													
4qPD51FQS78	Līvi	Dziedi jel		1985	182	vintage	5	10				X													
kdnwYuUGn8I	Jauns Mēness (pirmsākumi)	Pavasaris		1989	201	vintage	5	10				X													
boWj23pOJC0	Zodiaks	Veltījums LTV		1987	243	vintage	5	10				X													
vpobuRul0Cw	Varavīksne	Vajag smērēt		1986	233	vintage	5	10				X													
1d5k3H5eTQI	Čikāgas Piecīši	Labu vakar, Latvija		1989	97	vintage	5	10				X													
x6lwT_sFC68	Remix	Klusā daba		1986	236	vintage	5	10				X													
Mn0cGjp0dTY	Turaidas Roze	Manā sirdī		1988	243	vintage	5	10				X													
YP_Xszj36Ww	Prāta Vētra	Lidmašīnas		1996	283	vcr	5	10						X											
ZGQXS091_Xw	Jauns Mēness	Piekūns skrien debesīs		1991	301	vcr	5	10						X											
ICHXg_imSHY	Labvēlīgais Tips	Alumīnija cūka		1995	246	vcr	5	10						X											
LHmCK_Dagjw	Linga	Nāc man līdz		1992	260	vcr	5	10						X											
iqi-d9r-xvU	Prāta Vētra	Tavas mājas manā azotē		1996	280	vcr	5	10						X											
Lxm0nfOxyZo	Bet Bet	Vakara vējā		1997	381	vcr	5	10						X											
cr_2mHkmxYk	100. Debija	Man patīk		1998	229	vcr	5	10						X											
xcfl1opuml4	Ainars Mielavs	Kādā brīnišķā dienā		1999	272	vcr	5	10						X											
lKzhPWi44EM	Jauns Mēness	Ai, jel manu vieglu prātu		1997	223	vcr	5	10						X											
t28tgZCS7es	The Hobos	Christian (I'm Gonna Be Daddy)		1999	168	vcr	5	10						X											
ajE_d4c7NpY	Apvedceļš	Zemenes		1999	225	vcr	5	10						X											
7zhwi7DDyWA	Prāta Vētra	Pusnakts stundā		1998	212	vcr	5	10						X											
